epoch,train_loss,val_loss,mean_pixel_acc,miou
0,1.4218,1.3180,0.0476,0.0332 
1,1.2868,1.1453,0.0669,0.0483 
2,1.1557,1.0998,0.0847,0.0560 
3,1.0603,1.0336,0.0865,0.0660 
4,0.9854,1.0084,0.1374,0.0942 
5,0.9260,0.9377,0.2043,0.1343 
6,0.8756,0.8640,0.1899,0.1413 
7,0.8253,0.8057,0.2262,0.1746 
8,0.7806,0.7815,0.2510,0.1829 
9,0.7333,0.8300,0.2616,0.1844 
10,0.6833,0.7550,0.2944,0.2232 
11,0.6362,0.7368,0.3247,0.2535 
12,0.5879,0.7771,0.3250,0.2452 
13,0.5363,0.7911,0.3164,0.2453 
14,0.4844,0.7898,0.3341,0.2616 
15,0.4388,0.7826,0.4024,0.2841 
16,0.3966,0.8750,0.3292,0.2600 
17,0.3537,0.8473,0.3695,0.2726 
18,0.3187,0.8216,0.3892,0.2956 
19,0.2941,0.8797,0.3721,0.2730 
20,0.2713,0.9330,0.3551,0.2693 
21,0.2540,0.9248,0.3934,0.2867 
22,0.2317,0.9610,0.3984,0.2783 
23,0.2212,0.9576,0.3763,0.2846 
24,0.2100,0.9408,0.3921,0.2892 
25,0.1970,0.9646,0.3860,0.2796 
26,0.1863,0.9805,0.3832,0.2922 
27,0.1788,1.0042,0.3735,0.2957 
28,0.1702,1.0363,0.3962,0.2951 
29,0.1661,1.0442,0.3784,0.2942 
30,0.1603,1.0296,0.4069,0.2928 
31,0.1527,1.0817,0.3901,0.2927 
32,0.1515,1.0682,0.3830,0.2968 
33,0.1435,1.0887,0.3801,0.2951 
34,0.1345,1.0958,0.3775,0.2948 
35,0.1320,1.1047,0.3904,0.2968 
36,0.1295,1.0552,0.3954,0.2951 
37,0.1249,1.0516,0.3824,0.3022 
38,0.1256,1.1092,0.3995,0.3020 
39,0.1215,1.1647,0.3784,0.2976 
40,0.1193,1.0382,0.4103,0.3046 
41,0.1104,1.1875,0.4119,0.2974 
42,0.1102,1.0911,0.3778,0.2945
43,0.1112,1.0507,0.3983,0.3063
44,0.1035,1.1530,0.3761,0.2917
45,0.1062,1.0255,0.4195,0.3029
46,0.1016,1.0981,0.4006,0.3051
47,0.0964,1.1372,0.3946,0.3030
48,0.0996,1.1032,0.3958,0.3029
49,0.0960,1.2201,0.3811,0.2964
50,0.0896,1.0392,0.3931,0.3023
51,0.0964,1.1988,0.3905,0.3052
52,0.0919,1.0907,0.3955,0.3039
53,0.0934,1.2238,0.3858,0.2993
54,0.0894,1.0405,0.4022,0.2955
55,0.0888,1.1059,0.4045,0.2979
56,0.0877,1.1368,0.3896,0.2973
57,0.0844,1.1017,0.3995,0.2980
58,0.0822,1.1424,0.3974,0.3050
59,0.0872,1.0983,0.3971,0.3004
60,0.0801,1.1029,0.3845,0.2985
61,0.0863,1.1490,0.4010,0.3038
62,0.0824,1.0602,0.4203,0.3055
63,0.0797,1.1132,0.3949,0.3025
64,0.0791,1.1255,0.3935,0.3048
65,0.0942,1.0587,0.3971,0.3010
66,0.0838,1.1050,0.4205,0.3071
67,0.0744,1.0852,0.3928,0.3061
68,0.0730,1.0784,0.4007,0.3104
69,0.0778,1.1554,0.3957,0.3033
70,0.0762,1.0510,0.4368,0.2969
71,0.0704,1.1584,0.3815,0.3023
72,0.0705,1.0816,0.4014,0.3037
73,0.0733,1.0596,0.4073,0.3063
74,0.0712,1.1537,0.4060,0.3029
75,0.0756,1.0590,0.4156,0.3115
76,0.0645,1.1064,0.4006,0.3064
77,0.0758,1.0529,0.4023,0.3005
78,0.0696,1.1679,0.3858,0.2966
79,0.1753,1.1565,0.3969,0.3040
80,0.0677,1.1248,0.3940,0.2844
81,0.0757,1.0008,0.4075,0.3034
82,0.0712,1.1708,0.3806,0.2969
83,0.0670,1.1195,0.3998,0.3070
81,0.0757,1.0008,0.4075,0.3034
82,0.0712,1.1708,0.3806,0.2969
83,0.0670,1.1195,0.3998,0.3070
84,0.0661,1.0380,0.4033,0.3058
85,0.0697,1.0968,0.3994,0.3074
