epoch,train_loss,val_loss,mean_pixel_acc,miou
5,1.4121,1.2356,0.0476,0.0332
6,1.3978,1.2275,0.0476,0.0332
7,1.3838,1.2165,0.0476,0.0333
8,1.3173,1.0818,0.0809,0.0551
9,1.2100,1.0620,0.0898,0.0583
10,1.1731,1.1271,0.1006,0.0603
11,1.1399,1.0093,0.1091,0.0711
12,1.0880,1.0118,0.1355,0.0866
13,1.0396,0.9137,0.1516,0.1058
14,1.0021,0.9413,0.2033,0.1181
15,0.9636,0.8439,0.1882,0.1337
16,0.9305,0.8509,0.1968,0.1425
17,0.8963,0.8150,0.2131,0.1579
18,0.8690,0.8474,0.2256,0.1509
19,0.8415,0.8035,0.2425,0.1815
20,0.8177,0.8241,0.2718,0.1883
21,0.7850,0.8442,0.2466,0.1638
22,0.7623,0.8182,0.2600,0.1974
23,0.7300,0.8233,0.2729,0.2016
24,0.7088,0.7932,0.2663,0.2007
25,0.6801,0.7606,0.2855,0.2189
26,0.6500,0.7737,0.3033,0.2210
27,0.6233,0.7914,0.3017,0.2249
28,0.5986,0.8086,0.3079,0.2304
29,0.5840,0.7950,0.3151,0.2369
30,0.5459,0.8538,0.3141,0.2298
31,0.5198,0.8016,0.3288,0.2523
32,0.5020,0.8084,0.3517,0.2554
33,0.4839,0.8839,0.3446,0.2534
34,0.4707,0.8242,0.3544,0.2574
35,0.4577,0.8551,0.3364,0.2529
36,0.4283,0.8349,0.3421,0.2642
37,0.4115,0.7942,0.3617,0.2764
38,0.4039,0.8103,0.3473,0.2636
39,0.3821,0.8079,0.3701,0.2809
40,0.3729,0.8716,0.3738,0.2583
41,0.3626,0.8512,0.3647,0.2666
42,0.3656,0.8807,0.3515,0.2707
43,0.3460,0.8669,0.3727,0.2711
44,0.3351,1.0790,0.3511,0.2263
45,0.3321,0.8708,0.3790,0.2806
46,0.3187,0.8914,0.3723,0.2843
47,0.3179,0.8876,0.3645,0.2747
48,0.2986,0.8626,0.3637,0.2750
49,0.3069,0.8321,0.3674,0.2771
50,0.2815,0.8568,0.3814,0.2845
51,0.2790,0.8693,0.3850,0.2837
52,0.2788,0.8871,0.3947,0.2914
53,0.2731,0.9348,0.3859,0.2858
54,0.2728,0.8879,0.3723,0.2819
55,0.2645,0.9167,0.3766,0.2643
56,0.2611,0.9296,0.3637,0.2800
57,0.2529,0.9477,0.3860,0.2928
58,0.2514,0.9684,0.4025,0.2784
59,0.2467,0.8911,0.3967,0.2812
60,0.2437,0.8853,0.3836,0.2907
61,0.2321,0.9363,0.3918,0.2845
62,0.2290,0.8774,0.4085,0.2912
63,0.2355,0.9114,0.3761,0.2885
64,0.2295,0.8843,0.3871,0.2912
65,0.2189,0.9200,0.3852,0.2917
66,0.2828,0.8701,0.4197,0.3004
67,0.2068,0.9478,0.3733,0.2835
68,0.2264,0.8597,0.4022,0.2948
69,0.2056,0.8728,0.4067,0.2965
70,0.2151,0.8760,0.4141,0.2950
71,0.2093,0.8944,0.3975,0.2846
72,0.2087,0.8872,0.3893,0.2978
73,0.2020,0.9043,0.3980,0.2799
74,0.1994,0.9453,0.3882,0.2797
75,0.1914,0.9329,0.3956,0.2791
76,0.1928,0.8973,0.4146,0.2969
77,0.2121,0.8995,0.3923,0.2868
78,0.1832,0.8851,0.3826,0.2820
79,0.1955,0.9027,0.3746,0.2824
80,0.1836,0.8864,0.3937,0.2874
81,0.1853,0.8933,0.3944,0.3016
