epoch,train_loss,val_loss,mean_pixel_acc,miou
0,1.6813,1.3510,0.0476,0.0332
1,1.5281,1.3587,0.0522,0.0376
2,1.4344,1.2185,0.0596,0.0436
3,1.3368,1.1399,0.0674,0.0502
4,1.2575,1.0771,0.0970,0.0640
5,1.1713,0.9872,0.1066,0.0810
6,1.1034,0.9725,0.1421,0.0925
7,1.0555,0.9108,0.1592,0.1058
8,1.0049,0.8816,0.1618,0.1211
9,0.9543,0.9078,0.1830,0.1309
10,0.9190,0.8373,0.2048,0.1479
11,0.8861,0.7991,0.2321,0.1708
12,0.8560,0.8012,0.1990,0.1537
13,0.8213,0.7639,0.2582,0.1910
14,0.7938,0.7373,0.2599,0.2003
15,0.7606,0.7667,0.2882,0.2138
16,0.7372,0.7520,0.2922,0.2212
17,0.7113,0.7650,0.2831,0.2175
18,0.6859,0.7535,0.3064,0.2314
19,0.6636,0.7115,0.3125,0.2518
20,0.6405,0.7263,0.3365,0.2583
21,0.6225,0.7747,0.3532,0.2436
22,0.5897,0.7342,0.3511,0.2576
23,0.5706,0.7126,0.3847,0.2908
24,0.5510,0.7207,0.3659,0.2725
25,0.5254,0.7277,0.3442,0.2768
26,0.5024,0.7331,0.3731,0.2782
27,0.4801,0.7169,0.3973,0.3026
28,0.4641,0.7240,0.4098,0.3082
29,0.4479,0.7307,0.4076,0.2969
30,0.4385,0.7496,0.3970,0.2978
31,0.4090,0.7723,0.3704,0.2933
32,0.4000,0.7525,0.4059,0.3096
33,0.3927,0.7470,0.4065,0.3113
34,0.3798,0.7881,0.3929,0.3010
35,0.4076,0.7823,0.3932,0.3072
36,0.3558,0.7738,0.4142,0.3111
37,0.3489,0.7889,0.3866,0.3064
38,0.3395,0.7964,0.3644,0.2842
39,0.3295,0.7790,0.4231,0.3165
40,0.3242,0.7935,0.4237,0.3118
41,0.3152,0.7832,0.4252,0.3236
42,0.3023,0.8024,0.4091,0.3127
43,0.3052,0.8056,0.4392,0.3178
44,0.2936,0.7936,0.3849,0.2982
45,0.2821,0.8493,0.4241,0.3162
46,0.2803,0.8137,0.4224,0.3104
47,0.2803,0.8608,0.4385,0.2974
48,0.2661,0.7922,0.4208,0.3213
49,0.2626,0.7823,0.4100,0.3161
50,0.2509,0.8566,0.4148,0.3111
51,0.2479,0.8069,0.4060,0.3149
52,0.2468,0.8288,0.3953,0.3110
53,0.2587,0.7844,0.4289,0.3268
54,0.2685,0.8202,0.4458,0.3314
55,0.2268,0.8506,0.4143,0.3094
56,0.2309,0.8087,0.3933,0.3122
57,0.2274,0.7919,0.4010,0.3208
58,0.7974,0.7870,0.4292,0.3342
59,0.2127,0.8518,0.4242,0.3193
60,0.2143,0.8467,0.4117,0.3285
61,0.2201,0.8269,0.4230,0.3226
62,0.2096,0.8033,0.4207,0.3236
63,0.2130,0.7880,0.4370,0.3207
64,0.2202,0.7796,0.4180,0.3259
65,0.1966,0.8281,0.4231,0.3357
66,0.2040,0.8091,0.4121,0.3191
