epoch,train_loss,val_loss,mean_pixel_acc,miou
0,1.4175,1.3327,0.0476,0.0332
1,1.3528,1.3154,0.0476,0.0332
2,1.3121,1.2536,0.0476,0.0332
3,1.2940,1.2480,0.0476,0.0332
4,1.2808,1.2357,0.0476,0.0332
5,1.2626,1.2173,0.0477,0.0334
6,1.2501,1.2143,0.0490,0.0345
7,1.2385,1.2103,0.0479,0.0336
8,1.2336,1.2039,0.0480,0.0338
9,1.2194,1.2097,0.0526,0.0374
10,1.2140,1.2225,0.0489,0.0345
11,1.2020,1.1886,0.0663,0.0434
12,1.1413,1.0861,0.1071,0.0681
13,1.0565,1.0272,0.0998,0.0641
14,1.0153,0.9945,0.1127,0.0654
15,0.9831,1.0089,0.1044,0.0749
16,0.9488,0.9509,0.1348,0.0938
17,0.8958,0.8918,0.1616,0.1102
18,0.8471,0.8712,0.1956,0.1429
19,0.8041,0.8538,0.1923,0.1413
20,0.7676,0.8115,0.2500,0.1828
21,0.7324,0.8503,0.2497,0.1740
22,0.7007,0.7875,0.2522,0.1889
23,0.6689,0.8119,0.2638,0.1961
24,0.6384,0.8349,0.2643,0.1942
25,0.5956,0.8633,0.2620,0.1938
26,0.5658,0.8049,0.2799,0.2208
27,0.5410,0.8696,0.2969,0.2203
28,0.5097,0.8393,0.3467,0.2390
29,0.4791,0.8408,0.3302,0.2424
30,0.4502,0.8257,0.3332,0.2488
31,0.4267,0.8785,0.3280,0.2556
32,0.4009,0.8514,0.3642,0.2675
33,0.3856,0.8769,0.3535,0.2513
34,0.3630,0.9114,0.3335,0.2504
35,0.3472,0.9779,0.3143,0.2436
36,0.3336,0.9126,0.3319,0.2603
37,0.3277,0.8808,0.3789,0.2669
38,0.3117,0.9177,0.3437,0.2611
39,0.3057,0.9143,0.3748,0.2777
40,0.2967,0.9430,0.3473,0.2618
41,0.2878,0.9094,0.3717,0.2746
42,0.2726,0.9927,0.3509,0.2592
43,0.2675,0.9620,0.4029,0.2831
44,0.2591,0.9197,0.3705,0.2696
45,0.2518,0.9378,0.3642,0.2658
46,0.2472,0.9324,0.3806,0.2756
47,0.2419,0.9646,0.3786,0.2726
48,0.2669,0.9340,0.3782,0.2879
49,0.2264,0.9565,0.3910,0.2917
50,0.2350,0.9379,0.3911,0.2869
51,0.2172,0.9273,0.4173,0.2871
52,0.2150,1.0147,0.3716,0.2809
53,0.2075,1.0951,0.3820,0.2830
54,0.2086,0.9611,0.3755,0.2869
55,0.2041,0.9863,0.3901,0.2907
56,0.1971,0.9820,0.3864,0.2927
57,0.1920,0.9902,0.3956,0.2787
58,0.1916,0.9411,0.3877,0.2862
59,0.1885,0.9381,0.3673,0.2799
60,0.1829,0.9288,0.3940,0.2904
61,0.3297,1.0120,0.3796,0.2828
62,0.1747,0.9375,0.3973,0.2880
63,0.1717,0.9748,0.3882,0.2922
64,0.1702,0.9483,0.3836,0.2922
