    epoch,train_loss,val_loss,mean_pixel_acc,miou
    134,0.1250,0.7743,0.4327,0.3459
    135,0.1445,0.7792,0.4493,0.3318
    136,0.1420,0.7427,0.4372,0.3414
    137,0.1238,0.7309,0.4356,0.3368
    138,0.1271,0.7835,0.4036,0.3250
    139,0.1280,0.7684,0.4206,0.3278
    140,0.1282,0.7525,0.4255,0.3373
    141,0.1253,0.7473,0.4440,0.3494
    142,0.1263,0.7383,0.4587,0.3479
    143,0.1474,0.7212,0.4370,0.3440
    144,0.1255,0.7896,0.4416,0.3364
    145,0.1220,0.7228,0.4441,0.3421
    146,0.1315,0.7278,0.4468,0.3368
    147,0.1314,0.7539,0.4531,0.3512
    148,0.1343,0.7559,0.4346,0.3391
    149,0.1261,0.7395,0.4377,0.3460
    150,0.1152,0.7366,0.4520,0.3475
    151,0.1333,0.7525,0.4456,0.3447
    152,0.1338,0.7613,0.4443,0.3411
    153,0.1164,0.7658,0.4365,0.3414
    154,1.0176,0.7293,0.4198,0.3335
    155,0.1150,0.7371,0.4260,0.3346
    156,0.1261,0.7892,0.4305,0.3376
    157,0.1259,0.7622,0.4487,0.3478
    158,0.1529,0.7232,0.4375,0.3437
    159,0.1122,0.7729,0.4260,0.3330
    160,0.1199,0.7559,0.4204,0.3352
    161,0.1320,0.7378,0.4252,0.3359
    162,0.1228,0.7621,0.4513,0.3458
    163,0.1244,0.7481,0.4317,0.3421
    164,0.1209,0.7487,0.4224,0.3321
    165,0.1310,0.7427,0.4336,0.3343
    166,0.1204,0.7385,0.4373,0.3370
    167,0.1226,0.7457,0.4065,0.3254
    168,0.1235,0.7286,0.4426,0.3474
    169,0.1185,0.7191,0.4449,0.3447
    170,0.1197,0.7580,0.4265,0.3388
    171,0.1272,0.7480,0.4179,0.3303
    172,0.1253,0.7221,0.4589,0.3526
    173,0.1226,0.8039,0.4124,0.3305
    174,0.1231,0.7352,0.4426,0.3513
    175,0.1197,0.8400,0.3102,0.2379
    176,0.1244,0.7294,0.4316,0.3483
    177,0.1179,0.7474,0.4464,0.3342
    178,0.1245,0.7370,0.4319,0.3369
    179,0.1248,0.7255,0.4289,0.3395
    180,0.1172,0.7487,0.4182,0.3351
    181,0.1200,0.7348,0.4283,0.3360
    182,0.1170,0.7370,0.4360,0.3438
    183,0.1184,0.7202,0.4514,0.3516
    184,0.1140,0.7365,0.4375,0.3425
    185,0.1150,0.7580,0.4425,0.3387
    186,0.1171,0.7550,0.4382,0.3398
    187,0.1101,0.7303,0.4284,0.3399
    188,0.1157,0.7475,0.4124,0.3365
    189,0.1258,0.7866,0.3942,0.3219
    190,0.1123,0.7507,0.4360,0.3301
    191,0.1183,0.7433,0.4130,0.3327
    192,0.1127,0.7498,0.4298,0.3385
    193,0.1438,0.7311,0.4406,0.3486
    194,0.1069,0.7496,0.4405,0.3519
    195,0.1309,0.7496,0.4287,0.3288
    196,0.1130,0.7342,0.4257,0.3441
    197,0.1112,0.7799,0.4598,0.3431
    198,0.1140,0.7526,0.4337,0.3398
    199,0.1126,0.7557,0.4502,0.3431
