epoch,train_loss,val_loss,mean_pixel_acc,miou
0,1.9905,1.2967,0.0476,0.0332
1,1.8072,1.1776,0.0555,0.0405
2,1.6222,1.0588,0.0808,0.0593
3,1.4760,0.9957,0.1337,0.0870
4,1.3763,0.8988,0.1478,0.1098
5,1.2887,0.8780,0.1603,0.1089
6,1.2175,0.8556,0.1977,0.1383
7,1.1499,0.8525,0.2014,0.1444
8,1.0962,0.8248,0.1906,0.1446
9,1.0439,0.7788,0.2399,0.1743
10,0.9986,0.7400,0.2706,0.2047
11,0.9501,0.7432,0.3033,0.2141
12,0.9045,0.7724,0.2954,0.2148
13,0.8614,0.7124,0.3350,0.2489
14,0.8135,0.7121,0.3282,0.2552
15,0.7770,0.7018,0.3542,0.2716
16,0.7411,0.7052,0.3756,0.2810
17,0.7072,0.7667,0.3341,0.2377
18,0.6788,0.8538,0.3049,0.2431
19,0.6404,0.7384,0.3511,0.2624
20,0.6118,0.8054,0.3512,0.2556
21,0.5852,0.7358,0.3840,0.2913
22,0.5670,0.7520,0.4110,0.2927
23,0.5473,0.7123,0.4266,0.3109
24,0.5215,0.7374,0.4002,0.3032
25,0.5016,0.8368,0.4085,0.2829
26,0.5330,0.7503,0.4031,0.3005
27,0.4655,0.7676,0.4060,0.3072
28,0.4617,0.8210,0.4227,0.3045
29,0.4503,0.7668,0.4059,0.3058
30,0.4354,0.7607,0.3946,0.3050
31,0.4230,0.7573,0.4237,0.3207
32,0.4235,0.7616,0.4514,0.3203
33,0.4028,0.8192,0.4076,0.3019
34,0.3932,0.8067,0.4226,0.3074
35,0.4169,0.7366,0.4059,0.3062
36,0.3731,0.7525,0.4004,0.3075
37,0.3711,0.7514,0.4429,0.3329
38,0.3630,0.7785,0.4259,0.3212
39,0.3578,0.7908,0.4441,0.3263
40,0.3468,0.7999,0.4413,0.3098
41,0.3504,0.7914,0.4184,0.3180
42,0.3359,0.8455,0.4359,0.3240
43,0.3334,0.8189,0.4051,0.3101
44,0.3324,0.7772,0.4269,0.3321
45,0.3238,0.7757,0.4297,0.3303
46,0.3277,0.7537,0.4485,0.3376
47,0.3203,0.7524,0.4473,0.3405
48,0.3149,0.7364,0.4540,0.3316
49,0.3117,0.7593,0.4405,0.3399
50,0.2962,0.7619,0.4552,0.3445
51,0.2999,0.7855,0.4650,0.3352
52,0.2953,0.7923,0.4040,0.3233
53,0.2910,0.7760,0.4284,0.3222
54,0.2913,0.7746,0.4459,0.3312
55,0.2975,0.7841,0.4429,0.3377
56,0.2896,0.7449,0.4453,0.3405
57,0.2802,0.7544,0.4419,0.3447
58,0.2901,0.7471,0.4562,0.3440
59,0.2825,0.7780,0.4290,0.3260
60,0.2655,0.7645,0.4323,0.3415
61,0.2629,0.7578,0.4469,0.3443
62,0.2778,0.7497,0.4509,0.3432
63,0.2707,0.7608,0.4049,0.3119
64,0.2692,0.8124,0.4307,0.3253
65,0.2642,0.7673,0.4429,0.3423
66,0.2619,0.7498,0.4506,0.3490
67,0.2565,0.7481,0.4420,0.3374
68,0.2568,0.8122,0.4028,0.3224
69,0.2553,0.7379,0.4404,0.3426
70,0.2604,0.7358,0.4369,0.3416
71,0.2498,0.7379,0.4433,0.3428
72,0.2536,0.8183,0.4289,0.3079
73,0.2538,0.7391,0.4255,0.3420
74,0.2528,0.7309,0.4502,0.3369
75,0.2452,0.7458,0.4050,0.3022
76,0.2556,0.7523,0.4534,0.3487
77,0.2515,0.7749,0.4385,0.3448
78,0.2385,0.7743,0.4448,0.3356
79,0.2385,0.7666,0.4100,0.3172
80,0.2328,0.7740,0.4115,0.3317
81,0.2341,0.7350,0.4335,0.3507
82,0.2456,0.7804,0.4197,0.3357
83,0.2303,0.7457,0.4452,0.3436
84,0.2289,0.7458,0.4204,0.3151
85,0.2299,0.7798,0.4212,0.3404
86,0.2312,0.7166,0.4158,0.3319
87,0.2307,0.8268,0.4278,0.3425
88,0.2276,0.7296,0.4246,0.3419
89,0.2231,0.7575,0.4445,0.3482
90,0.2343,0.7355,0.4096,0.3349
91,0.2229,0.7204,0.4320,0.3424
92,0.2297,0.7456,0.4383,0.3482
93,0.2152,0.7288,0.4355,0.3441
94,0.2318,0.7297,0.4387,0.3425
95,0.2187,0.7379,0.4404,0.3509
96,0.2196,0.7881,0.4370,0.3382
97,0.2259,0.7168,0.4390,0.3458
98,0.2199,0.7589,0.4399,0.3395
99,0.2123,0.7545,0.3755,0.3093
100,0.2143,0.8325,0.4012,0.3082
101,0.2166,0.7507,0.4282,0.3444
102,0.2162,0.7073,0.4128,0.3354
103,0.2107,0.7222,0.4097,0.3233
104,0.2079,0.7284,0.4076,0.3344
105,0.2037,0.7406,0.4382,0.3502
106,0.2282,0.7269,0.4191,0.3402
107,0.2180,0.8005,0.4040,0.3227
108,0.2057,0.7307,0.4025,0.3286
109,0.2074,0.7363,0.4073,0.3272
110,0.2176,0.7395,0.4497,0.3456
111,0.2057,0.7438,0.4253,0.3391
112,0.1984,0.7516,0.4288,0.3388
113,0.2037,0.7418,0.4351,0.3508
114,0.2045,0.7084,0.4417,0.3533
115,0.1966,0.7331,0.4414,0.3438
116,0.2003,0.7395,0.4306,0.3428
117,0.2147,0.7228,0.4135,0.3418
118,0.1860,0.7791,0.4131,0.3262
119,0.1936,0.7278,0.4158,0.3367
120,0.1969,0.7244,0.4158,0.3277
121,0.1969,0.7274,0.4397,0.3530
122,0.1965,0.7075,0.4266,0.3412
123,0.1899,0.7398,0.4160,0.3367
124,0.1913,0.6942,0.4226,0.3377
125,0.2011,0.7066,0.4201,0.3359
126,0.1994,0.7156,0.4297,0.3451
127,0.1870,0.7029,0.4385,0.3476
128,0.2101,0.7230,0.4232,0.3428
129,0.1837,0.7158,0.4289,0.3457
130,0.1896,0.7584,0.4288,0.3494
131,0.1886,0.7468,0.4472,0.3495
132,0.1919,0.7191,0.4229,0.3411
133,0.1954,0.7223,0.4410,0.3500
134,0.1889,0.7282,0.4298,0.3477
135,0.1955,0.7298,0.3944,0.3228
136,0.1834,0.7444,0.4075,0.3340
137,0.1858,0.7551,0.4231,0.3368
138,0.1864,0.7267,0.4163,0.3388
139,0.1817,0.7605,0.4225,0.3359
140,0.1850,0.7187,0.4461,0.3512
141,0.1866,0.7337,0.4476,0.3430
142,0.1973,0.7291,0.4157,0.3322
143,0.1787,0.7332,0.4113,0.3326
144,0.1838,0.7208,0.4351,0.3426
145,0.1825,0.7125,0.4105,0.3308
146,0.1787,0.7242,0.4223,0.3389
147,0.1839,0.7456,0.4192,0.3422
148,0.1711,0.7307,0.4237,0.3402
149,0.1828,0.7234,0.4540,0.3499
